15:00:00, 0001, 1, 2
15:00:00, 0002, 1, 3
15:00:00, 0003, 1, 3
15:00:00, 0004, 2, 5
15:00:00, 0005, 1, 3
15:00:00, 0006, 1, 3
15:00:00, 0007, 1, 3
15:00:00, 0008, 1, 3
15:00:00, 0009, 1, 3
15:00:30, 0010, 1, 5
15:00:45, 0011, 1, 5
15:00:45, 0012, 1, 5
15:00:45, 0013, 1, 5
15:00:45, 0014, 2, 5
15:00:45, 0015, 4, 5
15:00:45, 0016, 1, 5
15:00:45, 0017, 3, 5
15:00:45, 0018, 4, 1
15:00:45, 0019, 4, 1
15:01:01, 0089, 5, 1
15:12:00, 0090, 1, 3
15:14:00, 91, 3, 1
15:15:00, 92, 3, 5
15:27:00, 93, 3, 5
15:30:00, 94, 3, 1
15:32:00, 95, 4, 2
15:33:00, 96, 3, 1
15:35:00, 97, 4, 1
15:37:00, 98, 2, 1
15:38:00, 99, 3, 5
15:46:00, 100, 3, 5
15:48:00, 101, 3, 5
15:53:00, 102, 5, 1
16:06:00, 103, 3, 1
16:07:00, 104, 3, 1
16:08:00, 105, 3, 1
16:21:00, 106, 3, 1
16:23:00, 107, 3, 1
16:24:00, 108, 3, 1
16:30:00, 109, 5, 1
16:31:00, 110, 5, 1
16:35:00, 999, -1, -1
