09:01:00, 25, 0, 1
09:02:00, 26, 0, 2
09:05:00, 27, 0, 1
09:06:00, 28, 0, 1
09:10:00, 29, 0, 3
09:28:00, 30, 0, 1
09:34:00, 31, 0, 1
09:37:00, 32, 0, 6
09:52:00, 33, 0, 5
09:59:00, 34, 0, 1
10:04:00, 35, 0, 2
10:09:00, 36, 4, 2
10:14:00, 37, 4, 6
10:16:00, 38, 6, 6
10:28:00, 39, 6, 0
10:36:00, 40, 3, 6
10:48:00, 41, 6, 0
10:53:00, 42, 4, 1
10:54:00, 43, 6, 5
10:58:00, 44, 6, 4
11:06:00, 45, 3, 0
11:07:00, 46, 6, 5
11:11:00, 47, 6, 0
11:12:00, 48, 2, 6
11:17:00, 49, 5, 6
11:53:00, 50, 2, 5
11:58:00, 51, 0, 1
11:59:00, 52, 6, 5
12:02:00, 53, 6, 0
12:08:00, 54, 2, 0
12:10:00, 55, 6, 0
12:12:00, 56, 6, 0
12:16:00, 57, 6, 1
12:18:00, 58, 6, 1
12:20:00, 59, 6, 0
12:33:00, 60, 6, 0
12:53:00, 61, 6, 1
12:59:00, 62, 6, 0
13:03:00, 63, 5, 0
13:15:00, 64, 6, 0
13:18:00, 65, 6, 1
13:24:00, 66, 6, 0
13:26:00, 67, 5, 0
13:37:00, 68, 4, 0
13:41:00, 69, 5, 0
13:42:00, 70, 6, 1
13:47:00, 71, 6, 1
13:48:00, 72, 6, 1
13:54:00, 73, 6, 0
13:55:00, 74, 6, 0
14:04:00, 75, 6, 0
14:10:00, 76, 6, 0
14:12:00, 77, 5, 1
14:16:00, 78, 5, 0
14:20:00, 79, 0, 5
14:23:00, 80, 0, 3
14:26:00, 81, 0, 6
14:27:00, 82, 0, 2
14:32:00, 83, 1, 5
14:36:00, 84, 0, 6
14:37:00, 85, 0, 2
14:40:00, 86, 0, 2
14:47:00, 87, 0, 3
14:48:00, 88, 0, 2
15:11:00, 89, 5, 6
15:12:00, 90, 6, 3
15:14:00, 91, 3, 0
15:15:00, 92, 6, 5
15:27:00, 93, 6, 5
15:30:00, 94, 6, 0
15:32:00, 95, 4, 2
15:33:00, 96, 6, 0
15:35:00, 97, 4, 0
15:37:00, 98, 2, 0
15:38:00, 99, 6, 5
15:46:00, 100, 6, 5
15:48:00, 101, 6, 5
15:53:00, 102, 5, 0
16:06:00, 103, 6, 0
16:07:00, 104, 6, 0
16:08:00, 105, 6, 0
16:21:00, 106, 6, 0
16:23:00, 107, 6, 0
16:24:00, 108, 6, 0
16:30:00, 109, 5, 0
16:31:00, 110,  6, 0
16:35:00,  999,  -1,  -1
